[2026-04-23 17:25:49] [DENEGADO] | Codigo: 121789 | Motivo: Codigo no autorizado | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_PASADO\SERIE_A\01\121789A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: L28 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\200183A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: M28 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\200183A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: J28 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_PASADO\SERIE_A\10\200183A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: K28 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_PASADO\SERIE_A\10\200183A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: L28 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_PASADO\SERIE_A\10\200183A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: M28 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_PASADO\SERIE_A\10\200183A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: J23 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_PASADO\SERIE_A\11\200183A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: K23 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_PASADO\SERIE_A\11\200183A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: L23 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_PASADO\SERIE_A\11\200183A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: M23 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_PASADO\SERIE_A\11\200183A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: J28 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_PASADO\SERIE_A\11\200183A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: K28 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_PASADO\SERIE_A\11\200183A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: L28 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_PASADO\SERIE_A\11\200183A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: M28 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_PASADO\SERIE_A\11\200183A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: J28 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_PASADO\SERIE_A\12\200183A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: K28 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_PASADO\SERIE_A\12\200183A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: L28 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_PASADO\SERIE_A\12\200183A.xlsm
[2026-04-23 17:27:04] [NULO] | Hoja: A03 | Celda: M28 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_PASADO\SERIE_A\12\200183A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A09 | Celda: T51 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121352A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: F206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: G206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: H206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: I206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: J206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: K206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: L206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: M206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: N206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: O206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: P206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: Q206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: R206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: S206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: T206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: U206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: V206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: W206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: X206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: Y206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: F207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: G207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: H207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: I207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: J207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: K207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: L207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: M207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: N207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: O207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: P207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: Q207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: R207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: S207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: T207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: U207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: V207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: W207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: X207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:10] [NULO] | Hoja: A03 | Celda: Y207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A09 | Celda: S51 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A09 | Celda: T51 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: F206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: G206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: H206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: I206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: J206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: K206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: L206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: M206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: N206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: O206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: P206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: Q206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: R206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: S206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: T206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: U206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: V206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: W206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: X206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: Y206 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: F207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: G207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: H207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: I207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: J207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: K207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: L207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: M207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: N207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: O207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: P207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: Q207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: R207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: S207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: T207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: U207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: V207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: W207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: X207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:11] [NULO] | Hoja: A03 | Celda: Y207 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:12] [NULO] | Hoja: A09 | Celda: S51 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:12] [NULO] | Hoja: A09 | Celda: T51 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:19] [NULO] | Hoja: A03 | Celda: H61 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:19] [NULO] | Hoja: A03 | Celda: H67 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121460A.xlsm
[2026-04-23 17:27:19] [NULO] | Hoja: A03 | Celda: H61 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
[2026-04-23 17:27:19] [NULO] | Hoja: A03 | Celda: H67 | Valor: None | Ruta: C:\Users\AnghelloVegaFlores\Documents\GitHub\METAS_SANITARIAS_2v\data\raw\rem\ANNIO_CURSO\SERIE_A\03\121463A.xlsm
